path,classification,evidence,proposed_batch
grails-app/views/inventory/createTransaction.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::createTransaction (implicit); render(view:'createTransaction') in grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy,inventory-1
grails-app/views/inventory/editBinLocation.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::editBinLocation (implicit),inventory-1
grails-app/views/inventory/editTransaction.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::editTransaction (implicit); render(view:'editTransaction') in grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy,inventory-1
grails-app/views/inventory/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::list (implicit); render(view:'list') in grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy,inventory-1
grails-app/views/inventory/listDailyTransactions.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listDailyTransactions (implicit),inventory-2
grails-app/views/inventory/listExpiredStock.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listExpiredStock (implicit); megamenu href /inventory/listExpiredStock (runtime.groovy),inventory-2
grails-app/views/inventory/listExpiringStock.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listExpiringStock (implicit); megamenu href /inventory/listExpiringStock (runtime.groovy),inventory-2
grails-app/views/inventory/listLowStock.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listLowStock (implicit),inventory-2
grails-app/views/inventory/listReorderStock.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listReorderStock (implicit),inventory-2
grails-app/views/inventory/listTransactions.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::listTransactions (implicit); render(view:'listTransactions') in grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy,inventory-3
grails-app/views/inventory/manage.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::manage (implicit),inventory-3
grails-app/views/inventory/showProducts.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::showProducts (implicit),inventory-3
grails-app/views/inventory/showTransaction.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::showTransaction (implicit); render(view:'showTransaction') in grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy,inventory-3
grails-app/views/inventory/upload.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryController.groovy::upload (implicit),inventory-3
grails-app/views/inventoryBrowser/_sidebar.gsp,DEAD,no static references found,
grails-app/views/inventoryBrowser/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryBrowserController.groovy::list (implicit),inventory-4
grails-app/views/inventoryItem/_actions.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_actionsCurrentStock.gsp,TEMPLATE,included by inventoryItem/_showCurrentStock.gsp (g:render template='actionsCurrentStock'),
grails-app/views/inventoryItem/_addToShipment.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_adjustStock.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_editItemDialog.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_printStockHistory.gsp,TEMPLATE,render(template:'printStockHistory') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_productDetails.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_returnStock.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showCurrentStock.gsp,TEMPLATE,render(template:'showCurrentStock') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showCurrentStockAllLocations.gsp,TEMPLATE,render(template:'showCurrentStockAllLocations') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showDemand.gsp,TEMPLATE,render(template:'showDemand') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showDocuments.gsp,TEMPLATE,render(template:'showDocuments') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showGraph.gsp,TEMPLATE,included by inventoryItem/showGraph.gsp (g:render template='showGraph'),
grails-app/views/inventoryItem/_showInventorySnapshot.gsp,TEMPLATE,render(template:'showInventorySnapshot') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showLotNumbers.gsp,TEMPLATE,included by inventoryItem/showLotNumbers.gsp (g:render template='showLotNumbers'),
grails-app/views/inventoryItem/_showPendingInboundStock.gsp,TEMPLATE,render(template:'showPendingInboundStock') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showPendingOutboundStock.gsp,TEMPLATE,render(template:'showPendingOutboundStock') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showProductAssociations.gsp,TEMPLATE,render(template:'showProductAssociations') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showProductDemand.gsp,TEMPLATE,render(template:'showProductDemand') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showRecordInventory.gsp,TEMPLATE,included by inventoryItem/showRecordInventory.gsp (g:render template='showRecordInventory'),
grails-app/views/inventoryItem/_showRecordInventory2.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showStockCard.gsp,TEMPLATE,included by inventoryItem/showStockCard.gsp (g:render template='showStockCard'),
grails-app/views/inventoryItem/_showStockCardMenuItems.gsp,TEMPLATE,included by inventoryItem/editInventoryLevel.gsp (g:render template='showStockCardMenuItems'),
grails-app/views/inventoryItem/_showStockHistory.gsp,TEMPLATE,render(template:'showStockHistory') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showStockHistoryPrintable.gsp,TEMPLATE,included by inventoryItem/_printStockHistory.gsp (g:render template='showStockHistoryPrintable'),
grails-app/views/inventoryItem/_showSuppliers.gsp,TEMPLATE,render(template:'showSuppliers') in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/_showTransactionLog.gsp,TEMPLATE,included by inventoryItem/showTransactionLog.gsp (g:render template='showTransactionLog'),
grails-app/views/inventoryItem/_transferStock.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy,
grails-app/views/inventoryItem/editInventoryLevel.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::editInventoryLevel (implicit),stock-card-1
grails-app/views/inventoryItem/recordInventory.gsp,DEAD,no static references found,
grails-app/views/inventoryItem/showGraph.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::showGraph (implicit),stock-card-1
grails-app/views/inventoryItem/showLotNumbers.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::showLotNumbers (implicit),stock-card-1
grails-app/views/inventoryItem/showRecordInventory.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::showRecordInventory (implicit),stock-card-1
grails-app/views/inventoryItem/showStockCard.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::showStockCard (implicit),stock-card-1
grails-app/views/inventoryItem/showTransactionLog.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryItemController.groovy::showTransactionLog (implicit),stock-card-2
grails-app/views/inventoryLevel/_form.gsp,TEMPLATE,render(template:'form') in grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy; included by inventoryLevel/edit.gsp (g:render template='/inventoryLevel/form'); included by inventoryLevel/create.gsp (g:render template='/inventoryLevel/form'),
grails-app/views/inventoryLevel/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy,stock-card-2
grails-app/views/inventoryLevel/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy,stock-card-2
grails-app/views/inventoryLevel/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy::list (implicit),stock-card-2
grails-app/views/inventoryLevel/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventoryLevelController.groovy::show (implicit),stock-card-2
grails-app/views/inventorySnapshot/_sidebar.gsp,DEAD,no static references found,
grails-app/views/inventorySnapshot/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventorySnapshotController.groovy::edit (implicit),inventory-4
grails-app/views/inventorySnapshot/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventorySnapshotController.groovy::list (implicit),inventory-4
grails-app/views/inventorySnapshot/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/InventorySnapshotController.groovy::show (implicit),inventory-4
grails-app/views/invoice/_actions.gsp,TEMPLATE,included by invoice/_summary.gsp (g:render template='/invoice/actions'); included by invoice/list.gsp (g:render template='/invoice/actions'),
grails-app/views/invoice/_documents.gsp,TEMPLATE,included by invoice/show.gsp (g:render template='/invoice/documents'),
grails-app/views/invoice/_filters.gsp,TEMPLATE,included by invoice/list.gsp (g:render template='filters'),
grails-app/views/invoice/_invoiceItems.gsp,TEMPLATE,included by invoice/show.gsp (g:render template='/invoice/invoiceItems'),
grails-app/views/invoice/_summary.gsp,TEMPLATE,included by invoice/show.gsp (g:render template='summary'); included by invoice/addDocument.gsp (g:render template='summary'),
grails-app/views/invoice/addDocument.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/invoice/InvoiceController.groovy::addDocument (implicit); render(view:'addDocument') in grails-app/controllers/org/pih/warehouse/invoice/InvoiceController.groovy,invoicing
grails-app/views/invoice/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/invoice/InvoiceController.groovy::list (implicit); megamenu href /invoice/list (runtime.groovy),invoicing
grails-app/views/invoice/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/invoice/InvoiceController.groovy::show (implicit); render(view:'show') in grails-app/controllers/org/pih/warehouse/invoice/InvoiceController.groovy,invoicing
grails-app/views/jobs/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/jobs/JobsController.groovy::show (implicit),admin-config-2
grails-app/views/json/_searchResults.gsp,DEAD,no static references found,
grails-app/views/json/createPerson.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/JsonController.groovy::createPerson (implicit),reporting-1
grails-app/views/layouts/analytics.gsp,TEMPLATE,layout used by inventorySnapshot/list.gsp; layout used by layouts/analytics.gsp; layout used by inventoryBrowser/list.gsp,
grails-app/views/layouts/bootstrap.gsp,DEAD,no static references found,
grails-app/views/layouts/custom.gsp,TEMPLATE,layout used by purchaseOrder/_showOrderItems.gsp; layout used by purchaseOrder/_enterOrderDetails.gsp; layout used by location/uploadLogo.gsp,
grails-app/views/layouts/email.gsp,TEMPLATE,layout used by email/_productCreated.gsp; layout used by email/_userAccountConfirmed.gsp; layout used by email/_userAccountCreated.gsp,
grails-app/views/layouts/main.gsp,TEMPLATE,layout used by product/show.gsp,
grails-app/views/layouts/mobile.gsp,TEMPLATE,layout used by mobile/productDetails.gsp; layout used by mobile/index.gsp; layout used by mobile/chooseLocation.gsp,
grails-app/views/layouts/print.gsp,TEMPLATE,layout used by replenishment/print.gsp; layout used by report/printPaginatedPackingListReport.gsp; layout used by goodsReceiptNote/print.gsp,
grails-app/views/layouts/react.gsp,TEMPLATE,layout used by partialReceiving/create.gsp; layout used by common/react.gsp,
grails-app/views/layouts/stockCard.gsp,TEMPLATE,layout used by inventoryItem/showGraph.gsp; layout used by inventoryItem/showStockCard.gsp; layout used by inventoryItem/showRecordInventory.gsp,
grails-app/views/localization/_crowdin.gsp,TEMPLATE,included by layouts/custom.gsp (g:render template='/localization/crowdin'); included by layouts/main.gsp (g:render template='/localization/crowdin'); included by layouts/react.gsp (g:render template='/localization/crowdin'),
grails-app/views/localization/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy,admin-config-2
grails-app/views/localization/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy,admin-config-3
grails-app/views/localization/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy::list (implicit); megamenu href /localization/list (runtime.groovy),admin-config-3
grails-app/views/localization/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocalizationController.groovy::show (implicit),admin-config-3
grails-app/views/location/_actions.gsp,TEMPLATE,included by location/_summary.gsp (g:render template='actions'); included by location/list.gsp (g:render template='actions'),
grails-app/views/location/_form.gsp,DEAD,no static references found,
grails-app/views/location/_summary.gsp,TEMPLATE,included by location/uploadLogo.gsp (g:render template='summary'); included by location/edit.gsp (g:render template='summary'),
grails-app/views/location/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/LocationController.groovy,locations-orgs-1
grails-app/views/location/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::list (implicit); megamenu href /location/list (runtime.groovy),locations-orgs-1
grails-app/views/location/showBinLocations.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::showBinLocations (implicit),locations-orgs-1
grails-app/views/location/showContents.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::showContents (implicit),locations-orgs-1
grails-app/views/location/showZoneLocations.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::showZoneLocations (implicit),locations-orgs-1
grails-app/views/location/uploadLogo.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationController.groovy::uploadLogo (implicit); render(view:'uploadLogo') in grails-app/controllers/org/pih/warehouse/core/LocationController.groovy,locations-orgs-1
grails-app/views/locationGroup/_summary.gsp,TEMPLATE,included by locationGroup/show.gsp (g:render template='summary'); included by locationGroup/edit.gsp (g:render template='summary'); included by locationGroup/create.gsp (g:render template='summary'),
grails-app/views/locationGroup/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy,locations-orgs-2
grails-app/views/locationGroup/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy,locations-orgs-2
grails-app/views/locationGroup/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy::list (implicit); megamenu href /locationGroup/list (runtime.groovy),locations-orgs-2
grails-app/views/locationGroup/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationGroupController.groovy::show (implicit),locations-orgs-2
grails-app/views/locationRole/_form.gsp,TEMPLATE,render(template:'/locationRole/form') in grails-app/controllers/org/pih/warehouse/user/UserController.groovy; view path string '/locationRole/form' in grails-app/controllers/org/pih/warehouse/user/UserController.groovy,
grails-app/views/locationRole/create.gsp,DEAD,no static references found,
grails-app/views/locationRole/edit.gsp,DEAD,no static references found,
grails-app/views/locationRole/list.gsp,DEAD,no static references found,
grails-app/views/locationRole/show.gsp,DEAD,no static references found,
grails-app/views/locationType/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy,locations-orgs-2
grails-app/views/locationType/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy,locations-orgs-2
grails-app/views/locationType/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy::list (implicit); megamenu href /locationType/list (runtime.groovy),locations-orgs-3
grails-app/views/locationType/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/LocationTypeController.groovy::show (implicit),locations-orgs-3
grails-app/views/migration/_status.gsp,TEMPLATE,render(template:'status') in grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy,
grails-app/views/migration/dataMigration.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::dataMigration (implicit),admin-config-3
grails-app/views/migration/dataQuality.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::dataQuality (implicit),admin-config-3
grails-app/views/migration/dimensionTables.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::dimensionTables (implicit),admin-config-3
grails-app/views/migration/factTables.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::factTables (implicit),admin-config-4
grails-app/views/migration/index.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::index (implicit); megamenu href /migration/index (runtime.groovy),admin-config-4
grails-app/views/migration/materializedViews.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::materializedViews (implicit),admin-config-4
grails-app/views/migration/productAvailability.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/data/MigrationController.groovy::productAvailability (implicit),admin-config-4
grails-app/views/mobile/chooseLocation.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::chooseLocation (implicit); render(view:'/mobile/chooseLocation') in grails-app/controllers/org/pih/warehouse/MobileController.groovy; render(view:'/mobile/chooseLocation') in grails-app/controllers/org/pih/warehouse/user/DashboardController.groovy,mobile-1
grails-app/views/mobile/error.gsp,LIVE,render(view:'/mobile/error') in grails-app/controllers/org/pih/warehouse/core/ErrorsController.groovy; view path string '/mobile/error' in grails-app/controllers/org/pih/warehouse/core/ErrorsController.groovy,mobile-1
grails-app/views/mobile/index.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::index (implicit),mobile-1
grails-app/views/mobile/login.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::login (implicit),mobile-1
grails-app/views/mobile/menu.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::menu (implicit); g:include from layouts/mobile.gsp,mobile-2
grails-app/views/mobile/outboundList.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::outboundList (implicit),mobile-2
grails-app/views/mobile/productDetails.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::productDetails (implicit),mobile-2
grails-app/views/mobile/productList.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/MobileController.groovy::productList (implicit),mobile-2
grails-app/views/order/_actions.gsp,TEMPLATE,included by order/_summary.gsp (g:render template='/order/actions'); included by order/list.gsp (g:render template='/order/actions'),
grails-app/views/order/_filters.gsp,TEMPLATE,included by order/list.gsp (g:render template='filters'),
grails-app/views/order/_itemDetails.gsp,TEMPLATE,render(template:'itemDetails') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_itemStatus.gsp,TEMPLATE,render(template:'itemStatus') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderAdjustments.gsp,TEMPLATE,render(template:'orderAdjustments') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderComments.gsp,TEMPLATE,render(template:'orderComments') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderDocuments.gsp,TEMPLATE,render(template:'orderDocuments') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderInvoices.gsp,TEMPLATE,render(template:'orderInvoices') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderItemForm.gsp,TEMPLATE,included by purchaseOrder/_showOrderItems.gsp (g:render template='/order/orderItemForm'),
grails-app/views/order/_orderItemFormDialog.gsp,TEMPLATE,render(template:'orderItemFormDialog') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderItemSummaryFilters.gsp,TEMPLATE,included by order/orderItemSummaryList.gsp (g:render template='orderItemSummaryFilters'),
grails-app/views/order/_orderShipments.gsp,TEMPLATE,render(template:'orderShipments') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_orderStatusFilters.gsp,TEMPLATE,included by order/orderSummaryList.gsp (g:render template='orderStatusFilters'),
grails-app/views/order/_orderSummary.gsp,TEMPLATE,render(template:'orderSummary') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_productSourceFormDialog.gsp,TEMPLATE,render(template:'productSourceFormDialog') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,
grails-app/views/order/_summary.gsp,TEMPLATE,included by purchaseOrder/_showOrderItems.gsp (g:render template='/order/summary'); included by purchaseOrder/_enterOrderDetails.gsp (g:render template='/order/summary'); included by order/addComment.gsp (g:render template='summary'),
grails-app/views/order/addComment.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::addComment (implicit); render(view:'addComment') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-1
grails-app/views/order/addDocument.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::addDocument (implicit); render(view:'addDocument') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-1
grails-app/views/order/editAdjustment.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::editAdjustment (implicit); render(view:'editAdjustment') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-1
grails-app/views/order/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::list (implicit); megamenu href /order/list (runtime.groovy); React SPA link in src/js/tests/utils/menu-utils.test.jsx,orders-1
grails-app/views/order/listOrderItems.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::listOrderItems (implicit),orders-1
grails-app/views/order/orderItemSummaryList.gsp,LIVE,render(view:'orderItemSummaryList') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-1
grails-app/views/order/orderSummaryList.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::orderSummaryList (implicit); render(view:'orderSummaryList') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-2
grails-app/views/order/print.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::print (implicit),orders-2
grails-app/views/order/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderController.groovy::show (implicit); render(view:'show') in grails-app/controllers/org/pih/warehouse/order/OrderController.groovy,orders-2
grails-app/views/orderAdjustmentType/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderAdjustmentTypeController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/order/OrderAdjustmentTypeController.groovy,orders-2
grails-app/views/orderAdjustmentType/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderAdjustmentTypeController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/order/OrderAdjustmentTypeController.groovy,orders-2
grails-app/views/orderAdjustmentType/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/order/OrderAdjustmentTypeController.groovy::list (implicit); megamenu href /orderAdjustmentType/list (runtime.groovy),orders-2
grails-app/views/organization/_filters.gsp,TEMPLATE,included by organization/list.gsp (g:render template='filters'),
grails-app/views/organization/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy,locations-orgs-3
grails-app/views/organization/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy,locations-orgs-3
grails-app/views/organization/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy::list (implicit); render(view:'list') in grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy; megamenu href /organization/list (runtime.groovy),locations-orgs-3
grails-app/views/organization/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/OrganizationController.groovy::show (implicit),locations-orgs-3
grails-app/views/partialReceiving/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/receiving/PartialReceivingController.groovy::create (implicit); render(view:'/partialReceiving/create') in grails-app/controllers/org/pih/warehouse/receiving/PartialReceivingController.groovy; view path string '/partialReceiving/create' in grails-app/controllers/org/pih/warehouse/receiving/PartialReceivingController.groovy,receiving
grails-app/views/party/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PartyController.groovy,locations-orgs-4
grails-app/views/party/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PartyController.groovy,locations-orgs-4
grails-app/views/party/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyController.groovy::list (implicit),locations-orgs-4
grails-app/views/party/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyController.groovy::show (implicit),locations-orgs-4
grails-app/views/partyRole/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy,locations-orgs-4
grails-app/views/partyRole/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy,locations-orgs-4
grails-app/views/partyRole/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy::list (implicit); megamenu href /partyRole/list (runtime.groovy),locations-orgs-5
